pert_id,MOA
BRD-K21110399,negative
BRD-K02076218,negative
BRD-K55381473,negative
BRD-K53868452,negative
BRD-K13217265,negative
BRD-K61541549,negative
BRD-K59611835,negative
BRD-K22280018,negative
BRD-K83712984,negative
BRD-K31327364,negative
BRD-K24319929,negative
BRD-K81080300,negative
BRD-K90070572,negative
BRD-K14666757,negative
BRD-K63938446,negative
BRD-K99470298,negative
BRD-K97031447,negative
BRD-K28862419,negative
BRD-K34898196,negative
BRD-K27224038,negative
BRD-K82494568,negative
BRD-K36718717,negative
BRD-K99192901,negative
BRD-K59909245,negative
BRD-K06492185,negative
BRD-K75755028,negative
BRD-K55139645,negative
BRD-K83567669,negative
BRD-K37526858,negative
BRD-K83058591,negative
BRD-K60638204,negative
BRD-K76087404,negative
BRD-K24680618,negative
BRD-K55446881,negative
BRD-K79157816,negative
BRD-K44070326,negative
BRD-K47156219,negative
BRD-K11517399,negative
BRD-K63631822,negative
BRD-K74132270,negative
BRD-K07424227,negative
BRD-K54639145,negative
BRD-K95564984,negative
BRD-K64440942,negative
BRD-K20089037,negative
BRD-K19016577,negative
BRD-K33637182,negative
BRD-K08461556,negative
BRD-K54647312,negative
BRD-K09700964,negative
BRD-K28480589,negative
BRD-K15222491,negative
BRD-K60175505,negative
BRD-K09110452,negative
BRD-K64023191,negative
BRD-K67786373,negative
BRD-K22482035,negative
BRD-K15505145,negative
BRD-K45534781,negative
BRD-K08460070,negative
BRD-K06022983,negative
BRD-K22098045,negative
BRD-K52544910,negative
BRD-K29660619,negative
BRD-K50777342,negative
BRD-K78908189,negative
BRD-K67561376,negative
BRD-K40597283,negative
BRD-K94139496,negative
BRD-K37168393,negative
BRD-K10837140,negative
BRD-K20023110,negative
BRD-K52353085,negative
BRD-K81810761,negative
BRD-K22743786,negative
BRD-K19616315,negative
BRD-K57328348,negative
BRD-K10799838,negative
BRD-K51368089,negative
BRD-K00409424,negative
BRD-K16136812,negative
BRD-M91876180,negative
BRD-K85567359,negative
BRD-K89364593,negative
BRD-K71448503,negative
BRD-K22609494,negative
BRD-K13752834,negative
BRD-K45937204,negative
BRD-K91269812,negative
BRD-K50572265,negative
BRD-K92959281,negative
BRD-K98468968,negative
BRD-K56847293,negative
BRD-K47636083,negative
BRD-K32068846,negative
BRD-K45145114,negative
BRD-K13539834,negative
BRD-K78915806,negative
BRD-K72529818,negative
BRD-K02442093,negative
BRD-K39248781,negative
BRD-K77051246,negative
BRD-K45807461,negative
BRD-K81363924,negative
BRD-K79900369,negative
BRD-K46184370,negative
BRD-K88849270,negative
BRD-K54737430,negative
BRD-K38996795,negative
BRD-K47538257,negative
BRD-K37081092,negative
BRD-K75393430,negative
BRD-K25029498,negative
BRD-K56343202,negative
BRD-K92028820,negative
BRD-K99327410,negative
BRD-K36424250,negative
BRD-K19919069,negative
BRD-K43048602,negative
BRD-K71742963,negative
BRD-K86323620,negative
BRD-K13365737,negative
BRD-K22123421,negative
BRD-K43717413,negative
BRD-K59294904,negative
BRD-K63345683,negative
BRD-K05078233,negative
BRD-K34096870,negative
BRD-K13765840,negative
BRD-K78380744,negative
BRD-K10385416,negative
BRD-K04465546,negative
BRD-K39963927,negative
BRD-K33204746,negative
BRD-K11901011,negative
BRD-K94263505,negative
BRD-K42581894,negative
BRD-K27113545,negative
BRD-K28430035,negative
BRD-K45501379,negative
BRD-K17530818,negative
BRD-K71575663,negative
BRD-K48257023,negative
BRD-K33518436,negative
BRD-K80576525,negative
BRD-K88352433,negative
BRD-K03476588,negative
BRD-K43050752,negative
BRD-K84856528,negative
BRD-K56240103,negative
BRD-K82249256,negative
BRD-K58196326,negative
BRD-K43690686,negative
BRD-K03891150,negative
BRD-K42478751,negative
BRD-K02208014,negative
BRD-K07508147,negative
BRD-K51919154,negative
BRD-K08023754,negative
BRD-K02817669,negative
BRD-K19815647,negative
BRD-K71031872,negative
BRD-K04013642,negative
BRD-K34810022,negative
BRD-K44258506,negative
BRD-K17083260,negative
BRD-K04289865,negative
BRD-K14131832,negative
BRD-K27858373,negative
BRD-K96194602,negative
BRD-K65494396,negative
BRD-K42951169,negative
BRD-K31955163,negative
BRD-K64643280,negative
BRD-K83720640,negative
BRD-K46791751,negative
BRD-K64922699,negative
BRD-K94597513,negative
BRD-K60679910,negative
BRD-K83494171,negative
BRD-K72219469,negative
BRD-K41974651,negative
BRD-K93291781,negative
BRD-K28021369,negative
BRD-K33760789,negative
BRD-K73170797,negative
BRD-K37457040,negative
BRD-K00544996,negative
BRD-K01435720,negative
BRD-K48816779,negative
BRD-K23058957,negative
BRD-K27811024,negative
BRD-K03438483,negative
BRD-K60260474,negative
BRD-K52045590,negative
BRD-K53421673,negative
BRD-K84559549,negative
BRD-K21047238,negative
BRD-K30935394,negative
BRD-K66757832,negative
BRD-K17554230,negative
BRD-K93165404,negative
BRD-K96072301,negative
BRD-K32992890,negative
BRD-K60861976,negative
BRD-K09804899,negative
BRD-K66670355,negative
BRD-K73196232,negative
BRD-K89674009,negative
BRD-K46473681,negative
BRD-K36054906,negative
BRD-K52097822,negative
BRD-K96839270,negative
BRD-K26016896,negative
BRD-K08039553,negative
BRD-K20278954,negative
BRD-K13648511,negative
BRD-K27835062,negative
BRD-K19845538,negative
BRD-K10182851,negative
BRD-K19981693,negative
BRD-K19275171,negative
BRD-K23438281,negative
BRD-K93681700,negative
BRD-K66632266,negative
BRD-K28431799,negative
BRD-K91359405,negative
BRD-K57879743,negative
BRD-K76227258,negative
BRD-K60983473,negative
BRD-K61164776,negative
BRD-K08183383,negative
BRD-K10775155,negative
BRD-K51141297,negative
BRD-K27401646,negative
BRD-K09596790,negative
BRD-K00504156,negative
BRD-K02063190,negative
BRD-K29655991,negative
BRD-K86250735,negative
BRD-K89376450,negative
BRD-K78719595,negative
BRD-K30836174,negative
BRD-K31569005,negative
BRD-K61079130,negative
BRD-K37316418,negative
BRD-K18406496,negative
BRD-K45124535,negative
BRD-K00177096,negative
BRD-K66687431,negative
BRD-K92043077,negative
BRD-K11877130,negative
BRD-K66975912,negative
BRD-K57351233,negative
BRD-K74823284,negative
BRD-K90004145,negative
BRD-K74546480,negative
BRD-K04007716,negative
BRD-K92208021,negative
BRD-K23620459,negative
BRD-K47006988,negative
BRD-K00362189,negative
BRD-K65342196,negative
BRD-K05098996,negative
BRD-K12285126,negative
BRD-K76293253,negative
BRD-K55813437,negative
BRD-K35103917,negative
BRD-K20037743,negative
BRD-K85413794,negative
BRD-K77422873,negative
BRD-K54885483,negative
BRD-K90982895,negative
BRD-K41169041,negative
BRD-K88943141,negative
BRD-K00431438,negative
BRD-K66551929,negative
BRD-K24164383,negative
BRD-K57766599,negative
BRD-K02061388,negative
BRD-K15947051,negative
BRD-K68095812,negative
BRD-K66729666,negative
BRD-K33689388,negative
BRD-K06912584,negative
BRD-K69983865,negative
BRD-K33755346,negative
BRD-K72055444,negative
BRD-K60393413,negative
BRD-K47906330,negative
BRD-K61373678,negative
BRD-K84951011,negative
BRD-K05322955,negative
BRD-K56124197,negative
BRD-K76991985,negative
BRD-K33303625,negative
BRD-K84113859,negative
BRD-K93845141,negative
BRD-K48263651,negative
BRD-K47419679,negative
BRD-K94223259,negative
BRD-K54419202,negative
BRD-K88641895,negative
BRD-K58134288,negative
BRD-K86154664,negative
BRD-K82599388,negative
BRD-K68178066,negative
BRD-K12159290,negative
BRD-K17489199,negative
BRD-K45734366,negative
BRD-K02964016,negative
BRD-K93691156,negative
BRD-K21987633,negative
BRD-K48031880,negative
BRD-K47520858,negative
BRD-K70940447,negative
BRD-K13673853,negative
BRD-K61102114,negative
BRD-K64860117,negative
BRD-K13674694,negative
BRD-K17103381,negative
BRD-K77643021,negative
BRD-K10779199,negative
BRD-K83344091,negative
BRD-K70648728,negative
BRD-K25388406,negative
BRD-M20534100,negative
BRD-K23051555,negative
BRD-K85742570,negative
BRD-K35035541,negative
BRD-K67086788,negative
BRD-K11031937,negative
BRD-K82019527,negative
BRD-K63476888,negative
BRD-K04533640,negative
BRD-K87643614,negative
BRD-K50330857,negative
BRD-K10302728,negative
BRD-K35554380,negative
BRD-K79750489,negative
BRD-K01798544,negative
BRD-K62875000,negative
BRD-K03735855,negative
BRD-K84890987,negative
BRD-K46959535,negative
BRD-K45601310,negative
BRD-K90960272,negative
BRD-K70923866,negative
BRD-K34766381,negative
BRD-K03937518,negative
BRD-K40628462,negative
BRD-K47514459,negative
BRD-K58023987,negative
BRD-K94789179,negative
BRD-K47885451,negative
BRD-K82399474,negative
BRD-K47380281,negative
BRD-K51825814,negative
BRD-K33575007,negative
BRD-K37231045,negative
BRD-K12610781,negative
BRD-K24779930,negative
BRD-K51511759,negative
BRD-K64075070,negative
BRD-K22318001,negative
BRD-K00636532,negative
BRD-K96688934,negative
BRD-K67029063,negative
BRD-K59777289,negative
BRD-K00262440,negative
BRD-K00600835,negative
BRD-K49434474,negative
BRD-K52880714,negative
BRD-K93320447,negative
BRD-K24002047,negative
BRD-K73942053,negative
BRD-K38265819,negative
BRD-K78845122,negative
BRD-K82528406,negative
BRD-K71132173,negative
BRD-K02072940,negative
BRD-K10716948,negative
BRD-K82815491,negative
BRD-K33768761,negative
BRD-K09300252,negative
BRD-K77621546,negative
BRD-K76964118,negative
BRD-K83098569,negative
BRD-K57009782,negative
BRD-K93791165,negative
BRD-K43145106,negative
BRD-K04104496,negative
BRD-K92975271,negative
BRD-K23123734,negative
BRD-K31207674,negative
BRD-K27263987,negative
BRD-K30342454,negative
BRD-K57341983,negative
BRD-K06432527,negative
BRD-K04718515,negative
BRD-K34940426,negative
BRD-K42241928,negative
BRD-M45350951,negative
BRD-K74042299,negative
BRD-K04575404,negative
BRD-K02375958,negative
BRD-K22485649,negative
BRD-K77429897,negative
BRD-K61045425,negative
BRD-K05718365,negative
BRD-K82062446,negative
BRD-K81732150,negative
BRD-K10654753,negative
BRD-K60188503,negative
BRD-K89833114,negative
BRD-K57987292,negative
BRD-K84098240,negative
BRD-K01825565,negative
BRD-K56826759,negative
BRD-K07373355,negative
BRD-K79861274,negative
BRD-K67771738,negative
BRD-K93980445,negative
BRD-K76257863,negative
BRD-K54029516,negative
BRD-K05357743,negative
BRD-K02492147,negative
BRD-K15477190,negative
BRD-K11826883,negative
BRD-K65222708,negative
BRD-M29192968,negative
BRD-K89469595,negative
BRD-K95323755,negative
BRD-K15998522,negative
BRD-K41377239,negative
BRD-K92135892,negative
BRD-K43915000,negative
BRD-K01121544,negative
BRD-K99763083,negative
BRD-K13324372,negative
BRD-K46319090,negative
BRD-K88722443,negative
BRD-K39158620,negative
BRD-K12796341,negative
BRD-K07438289,negative
BRD-K49345388,negative
BRD-K53669914,negative
BRD-K54877231,negative
BRD-K63366453,negative
BRD-M41610223,negative
BRD-K78787424,negative
BRD-K09845511,negative
BRD-K83547636,negative
BRD-K60705848,negative
BRD-K06380464,negative
BRD-K29371459,negative
BRD-K91021522,negative
BRD-K17299182,negative
BRD-K97466946,negative
BRD-K03683936,negative
BRD-K81690566,negative
BRD-K39703302,negative
BRD-K86879226,negative
BRD-K10734177,negative
BRD-K99136192,negative
BRD-K16955082,negative
BRD-K53255530,negative
BRD-M88324697,negative
BRD-K76970388,negative
BRD-K50655333,negative
BRD-K35193330,negative
BRD-K48230737,negative
BRD-K38997615,negative
BRD-K75557837,negative
BRD-K29258781,negative
BRD-K49934959,negative
BRD-K40927841,negative
BRD-K66205522,negative
BRD-K16210823,negative
BRD-K90184854,negative
BRD-K71904020,negative
BRD-K38481376,negative
BRD-K98195492,negative
BRD-K82370171,negative
BRD-K01060955,negative
BRD-K72794452,negative
BRD-K23727664,negative
BRD-K26968982,negative
BRD-K62130095,negative
BRD-K31703908,negative
BRD-K61565464,negative
BRD-K42968051,negative
BRD-K19651468,negative
BRD-K01352631,negative
BRD-K40425733,negative
BRD-K14889526,negative
BRD-K92036763,negative
BRD-K69521358,negative
BRD-K01594666,negative
BRD-K97729706,negative
BRD-K52276780,negative
BRD-K47497589,negative
BRD-K06295532,negative
BRD-K37815632,negative
BRD-K26899819,negative
BRD-K11721480,negative
BRD-K62714735,negative
BRD-K63686806,negative
BRD-K11667974,negative
BRD-K88404561,negative
BRD-K70264850,negative
BRD-K78438907,negative
BRD-K07081072,negative
BRD-K11787592,negative
BRD-K75051049,negative
BRD-K40694355,negative
BRD-K09444102,negative
BRD-K06846146,negative
BRD-K99104612,negative
BRD-K11019021,negative
BRD-K82750814,negative
BRD-K50605719,negative
BRD-K01594854,negative
BRD-K90660470,negative
BRD-K65959597,negative
BRD-K85865817,negative
BRD-K79937035,negative
BRD-K35965314,negative
BRD-K53350977,negative
BRD-K82822203,negative
BRD-K42576592,negative
BRD-K45115014,negative
BRD-K30750630,negative
BRD-K36633782,negative
BRD-K32030161,negative
BRD-K98814272,negative
BRD-K05278519,negative
BRD-K60092199,negative
BRD-K82067034,negative
BRD-K68743686,negative
BRD-K35174435,negative
BRD-K90849880,negative
BRD-K49114771,negative
BRD-K78496556,negative
BRD-K33909932,negative
BRD-K04371396,negative
BRD-K27292311,negative
BRD-K44777226,negative
BRD-K40260510,negative
BRD-K67215210,negative
BRD-K83732250,negative
BRD-K75205131,negative
BRD-K74659851,negative
BRD-K52199185,negative
BRD-K29279625,negative
BRD-K36021765,negative
BRD-M76969896,negative
BRD-K68421632,negative
BRD-K46920162,negative
BRD-K75092094,negative
BRD-K98194519,negative
BRD-K69431670,negative
BRD-K39981110,negative
BRD-K19325173,negative
BRD-K28004127,negative
BRD-K47240178,negative
BRD-K89161054,negative
BRD-K95852551,negative
BRD-K53272350,negative
BRD-K23701529,negative
BRD-K14255719,negative
BRD-K38561684,negative
BRD-K40099330,negative
BRD-K19601332,negative
BRD-K46842958,negative
BRD-K88306141,negative
BRD-K28810861,negative
BRD-K61872587,negative
BRD-K14090520,negative
BRD-K15160697,negative
BRD-K95951626,negative
BRD-K48053776,negative
BRD-K30611309,negative
BRD-K53321531,negative
BRD-K31883641,negative
BRD-K07250107,negative
BRD-K28907425,negative
BRD-K25799352,negative
BRD-K58360282,negative
BRD-K96625719,negative
BRD-K71329594,negative
BRD-K52656828,negative
BRD-K27772696,negative
BRD-K43286821,negative
BRD-K09757845,negative
BRD-K57756744,negative
BRD-K75749796,negative
BRD-K17742539,negative
BRD-K78352220,negative
BRD-K69936404,negative
BRD-K70337365,negative
BRD-K66698705,negative
BRD-K51740186,negative
BRD-K86986466,negative
BRD-K68303822,negative
BRD-K93876350,negative
BRD-K06723172,negative
BRD-K72872827,negative
BRD-K94534355,negative
BRD-K44011183,negative
BRD-K83335786,negative
BRD-K64249376,negative
BRD-K92327934,negative
BRD-K37920059,negative
BRD-K63061929,negative
BRD-K38044934,negative
BRD-K02811477,negative
BRD-K13896696,negative
BRD-M80240720,negative
BRD-K41908462,negative
BRD-K09927308,negative
BRD-K30446755,negative
BRD-K58790952,negative
BRD-K35429561,negative
BRD-K45700898,negative
BRD-K06296238,negative
BRD-K50608366,negative
BRD-K88269272,negative
BRD-K99016279,negative
BRD-K02089646,negative
BRD-K32324469,negative
BRD-K88844437,negative
BRD-K20342806,negative
BRD-K15418616,negative
BRD-K87500884,negative
BRD-K64568504,negative
BRD-K25068941,negative
BRD-K20954269,negative
BRD-K84724939,negative
BRD-K62263376,negative
BRD-K02813113,negative
BRD-K81054062,negative
BRD-K49594309,negative
BRD-K82735282,negative
BRD-K38786629,negative
BRD-K40487298,negative
BRD-K47119747,negative
BRD-K84959002,negative
BRD-K67575276,negative
BRD-K45028867,negative
BRD-K43814749,negative
BRD-K03213425,negative
BRD-K09260588,negative
BRD-K20931972,negative
BRD-K29956297,negative
BRD-K11310449,negative
BRD-K23453536,negative
BRD-K70880645,negative
BRD-K00505809,negative
BRD-K04518829,negative
BRD-K92978552,negative
BRD-K93894185,negative
BRD-K97370549,negative
BRD-K29802265,negative
BRD-K66226084,negative
BRD-K97327508,negative
BRD-K26581628,negative
BRD-K30706668,negative
BRD-K94725447,negative
BRD-K02170312,negative
BRD-K20091307,negative
BRD-K80550858,negative
BRD-K69158405,negative
BRD-K20741178,negative
BRD-K38805748,negative
BRD-K22173650,negative
BRD-K37722208,negative
BRD-K90608600,negative
BRD-K44161636,negative
BRD-K60002680,negative
BRD-K37608670,negative
BRD-K99691991,negative
BRD-K95457967,negative
BRD-K63733272,negative
BRD-K56243496,negative
BRD-K36910796,negative
BRD-K77144489,negative
BRD-K12019169,negative
BRD-K51186655,negative
BRD-K01676918,negative
BRD-K49313348,negative
BRD-K71059148,negative
BRD-K65067638,negative
BRD-K32083350,negative
BRD-K96871778,negative
BRD-K43498025,negative
BRD-K51934037,negative
BRD-K79407655,negative
BRD-K62185604,negative
BRD-K55442031,negative
BRD-M09121311,negative
BRD-K30613842,negative
BRD-K19472114,negative
BRD-K64788035,negative
BRD-K12148366,negative
BRD-K83879237,negative
BRD-K62803063,negative
BRD-K22002407,negative
BRD-K71799397,negative
BRD-K52574175,negative
BRD-K30218805,negative
BRD-K11006288,negative
BRD-K16128171,negative
BRD-K07967120,negative
BRD-K21363211,negative
BRD-K43407975,negative
BRD-K01251033,negative
BRD-K97829610,negative
BRD-K05717370,negative
BRD-K26095155,negative
BRD-K77905217,negative
BRD-K76285876,negative
BRD-K62157654,negative
BRD-K71424148,negative
BRD-K00663064,negative
BRD-K22248406,negative
BRD-K82925070,negative
BRD-K91094904,negative
BRD-K37226353,negative
BRD-K41703587,negative
BRD-K30795336,negative
BRD-K85229892,negative
BRD-K44123761,negative
BRD-K67628477,negative
BRD-K64939621,negative
BRD-K76166520,negative
BRD-K29396015,negative
BRD-K11631766,negative
BRD-K92659561,negative
BRD-K65598823,negative
BRD-K56417931,negative
BRD-K71614913,negative
BRD-K79881395,negative
BRD-K87878159,negative
BRD-K73650939,negative
BRD-K35095050,negative
BRD-K82765406,negative
BRD-K98427832,negative
BRD-K93291593,negative
BRD-K87126403,negative
BRD-K97648508,negative
BRD-K43049540,negative
BRD-K09051149,negative
BRD-K54834493,negative
BRD-K55415928,negative
BRD-K01700755,negative
BRD-K85119394,negative
BRD-K83829186,negative
BRD-K23108726,negative
BRD-K79064458,negative
BRD-K60774644,negative
BRD-K38092925,negative
BRD-K04076294,negative
BRD-K73532097,negative
BRD-K01335229,negative
BRD-K86719628,negative
BRD-K02132857,negative
BRD-K44225498,negative
BRD-A15501135,negative
BRD-K22356946,negative
BRD-K84679731,negative
BRD-K95090559,negative
BRD-K31575862,negative
BRD-K65485797,negative
BRD-K39844985,negative
BRD-K87688096,negative
BRD-K43057855,negative
BRD-K29794647,negative
BRD-K84260700,negative
BRD-K11620284,negative
BRD-K33544525,negative
BRD-K13299591,negative
BRD-K99953989,negative
BRD-K30403168,negative
BRD-K53959928,negative
BRD-K56304906,negative
BRD-K95647562,negative
BRD-K19865807,negative
BRD-K87865520,negative
BRD-K60602279,negative
BRD-K64478813,negative
BRD-K26873914,negative
BRD-K23724349,negative
BRD-K92646316,negative
BRD-K61620767,negative
BRD-K08209559,negative
BRD-K41182633,negative
BRD-K91720591,negative
BRD-K99978152,negative
BRD-K77760488,negative
BRD-K47926873,negative
BRD-K97951470,negative
BRD-K17180926,negative
BRD-K38760240,negative
BRD-K92953664,negative
BRD-K84210283,negative
BRD-K66001964,negative
BRD-K68350686,negative
BRD-K43848904,negative
BRD-K70492429,negative
BRD-K62214276,negative
BRD-K56219224,negative
BRD-K30738885,negative
BRD-K27962962,negative
BRD-K86571176,negative
BRD-K25198488,negative
BRD-K04278887,negative
BRD-K43419088,negative
BRD-K36970122,negative
BRD-K05207940,negative
BRD-K50943704,negative
BRD-K04443175,negative
BRD-K87004592,negative
BRD-K15410616,negative
BRD-K31788208,negative
BRD-K02549628,negative
BRD-K24562909,negative
BRD-K92793917,negative
BRD-K40324831,negative
BRD-K30174465,negative
BRD-K02559684,negative
BRD-K04648846,negative
BRD-K59941784,negative
BRD-K23901007,negative
BRD-K31045868,negative
BRD-K64133040,negative
BRD-K05261220,negative
BRD-K46322935,negative
BRD-K80843514,negative
BRD-K60656884,negative
BRD-K32796290,negative
BRD-K16925239,negative
BRD-K78386654,negative
BRD-K94766884,negative
BRD-K62462045,negative
BRD-K28077119,negative
BRD-K60840479,negative
BRD-K10682047,negative
BRD-K69330446,negative
BRD-K86033856,negative
BRD-K58611676,negative
BRD-K87260976,negative
BRD-K54972173,negative
BRD-K28329571,negative
BRD-K23017938,negative
BRD-K10768305,negative
BRD-K69343050,negative
BRD-K82483257,negative
BRD-K33504592,negative
BRD-M85914958,negative
BRD-K05205967,negative
BRD-K51106827,negative
BRD-K06911479,negative
BRD-K14768034,negative
BRD-K05156496,negative
BRD-K71550516,negative
BRD-K40397365,negative
BRD-K68836298,negative
BRD-K82993704,negative
BRD-K89133991,negative
BRD-K25970159,negative
BRD-K69503483,negative
BRD-K88872152,negative
BRD-K37073485,negative
BRD-K00248354,negative
BRD-K67037986,negative
BRD-K41340267,negative
BRD-K89998644,negative
BRD-K39412479,negative
BRD-K26507936,negative
BRD-K42269438,negative
BRD-K33350866,negative
BRD-K48918933,negative
BRD-K66131980,negative
BRD-K38998914,negative
BRD-K35712980,negative
BRD-K07315344,negative
BRD-K78704198,negative
BRD-K21285939,negative
BRD-K04251331,negative
BRD-K15259924,negative
BRD-K26457096,negative
BRD-K54565270,negative
BRD-K59958061,negative
BRD-K53642448,negative
BRD-K78173425,negative
BRD-K73261664,negative
BRD-K70765133,negative
BRD-K62876373,negative
BRD-K82176569,negative
BRD-K37545156,negative
BRD-K99398689,negative
BRD-K56219428,negative
BRD-K56244705,negative
BRD-K45307260,negative
BRD-K84047740,negative
BRD-K53290343,negative
BRD-K76321890,negative
BRD-K36296949,negative
BRD-K53640012,negative
BRD-K08006444,negative
BRD-K34407242,negative
BRD-K81943679,negative
BRD-K37765157,negative
BRD-K01975855,negative
BRD-K92022308,negative
BRD-K90173466,negative
BRD-K61437861,negative
BRD-K42509645,negative
BRD-K44660322,negative
BRD-K22145792,negative
BRD-K60257691,negative
BRD-K39906469,negative
BRD-K22610673,negative
BRD-K39107373,negative
BRD-K72147201,negative
BRD-K48656305,negative
BRD-K64955433,negative
BRD-K64979177,negative
BRD-K96611378,negative
BRD-K90562112,negative
BRD-K32585359,negative
BRD-K70052069,negative
BRD-K30228236,negative
BRD-A87384553,negative
BRD-K66351990,negative
BRD-K18390106,negative
BRD-K92627732,negative
BRD-K46666779,negative
BRD-K64778483,negative
BRD-K84909597,negative
BRD-K64119425,negative
BRD-K05710256,negative
BRD-K38889985,negative
BRD-K82906409,negative
BRD-K37284732,negative
BRD-K63261117,negative
BRD-K89379568,negative
BRD-K66533845,negative
BRD-K85259624,negative
BRD-K02654447,negative
BRD-K52654243,negative
BRD-K59475561,negative
BRD-K54785440,negative
BRD-K35964632,negative
BRD-K08039986,negative
BRD-K35039537,negative
BRD-K80932888,negative
BRD-K72773830,negative
BRD-K66035321,negative
BRD-K41190238,negative
BRD-K60584379,negative
BRD-K48805168,negative
BRD-K87744519,negative
BRD-K03016409,negative
BRD-K35745977,negative
BRD-K14263251,negative
BRD-K46446437,negative
BRD-K58747666,negative
BRD-K01876557,negative
BRD-K20032520,negative
BRD-K75234292,negative
BRD-K80472474,negative
BRD-K87850000,negative
BRD-K78223464,negative
BRD-K76710817,negative
BRD-K85646123,negative
BRD-K81261525,negative
BRD-K98822179,negative
BRD-K02575886,negative
BRD-K80598371,negative
BRD-K86606617,negative
BRD-K09879686,negative
BRD-K46268437,negative
BRD-K55864253,negative
BRD-K94032641,negative
BRD-K36090848,negative
BRD-K48553449,negative
BRD-K87373784,negative
BRD-K47036878,negative
BRD-K79287095,negative
BRD-K56269643,negative
BRD-K05702937,negative
BRD-K35152204,negative
BRD-K68672034,negative
BRD-K94672699,negative
BRD-K70068608,negative
BRD-K04321001,negative
BRD-K70237789,negative
BRD-K44478610,negative
BRD-K19357327,negative
BRD-K24319052,negative
BRD-K55218950,negative
BRD-K54543443,negative
BRD-K71841447,negative
BRD-K95515654,negative
BRD-K48241951,negative
BRD-K03795299,negative
BRD-K82824976,negative
BRD-K17771527,negative
BRD-K84921800,negative
BRD-K12957211,negative
BRD-K07359994,negative
BRD-K32559936,negative
BRD-K77058876,negative
BRD-K72066167,negative
BRD-K57641516,negative
BRD-K82621995,negative
BRD-K19870323,negative
BRD-K56167818,negative
BRD-K42486494,negative
BRD-K69425327,negative
BRD-K77873562,negative
BRD-K16030225,negative
BRD-K60069548,negative
BRD-K45221651,negative
BRD-K03807141,negative
BRD-K07523222,negative
BRD-K43006764,negative
BRD-K38588505,negative
BRD-K97973721,negative
BRD-K22385434,negative
BRD-K46300014,negative
BRD-K74506609,negative
BRD-K87089311,negative
BRD-K29035246,negative
BRD-K07809895,negative
BRD-K11158154,negative
BRD-A96791331,negative
BRD-K29335396,negative
BRD-K01125214,negative
BRD-K06155953,negative
BRD-K87467896,negative
BRD-K18545493,negative
BRD-K16026651,negative
BRD-K32593492,negative
BRD-K01591707,negative
BRD-K87634799,negative
BRD-K11724909,negative
BRD-K40483165,negative
BRD-K69310574,negative
BRD-K50570214,negative
BRD-K42864285,negative
BRD-K57884454,negative
BRD-K65464785,negative
BRD-K85069227,negative
BRD-K62395041,negative
BRD-K29081238,negative
BRD-K88968415,negative
BRD-K16254782,negative
BRD-K02612980,negative
BRD-M70861773,negative
BRD-K09407750,negative
BRD-K25577594,negative
BRD-K03770502,negative
BRD-K08198779,negative
BRD-K45630356,negative
BRD-K85727265,negative
BRD-K47105955,negative
BRD-K92639644,negative
BRD-K87927861,negative
BRD-K25736729,negative
BRD-K54671386,negative
BRD-K41899231,negative
BRD-K23911230,negative
BRD-K98638910,negative
BRD-K12682252,negative
BRD-K30953566,negative
BRD-K63892915,negative
BRD-K21281680,negative
BRD-K02756145,negative
BRD-K65572849,negative
BRD-K94206926,negative
BRD-K46419847,negative
BRD-K02689622,negative
BRD-K14408783,negative
BRD-K34314104,negative
BRD-K34320757,negative
BRD-K51753035,negative
BRD-K43744546,negative
BRD-K39394160,negative
BRD-K01757377,negative
BRD-K56004278,negative
BRD-K18144986,negative
BRD-K28812281,negative
BRD-K67155745,negative
BRD-K41866979,negative
BRD-K87367419,negative
BRD-K21153751,negative
BRD-K27638907,negative
BRD-K37516186,negative
BRD-K75984692,negative
BRD-K91694818,negative
BRD-K10879245,negative
BRD-K93666423,negative
BRD-K12880737,negative
BRD-K68546494,negative
BRD-K56603522,negative
BRD-K77264230,negative
BRD-K39768328,negative
BRD-K86752593,negative
BRD-K90397906,negative
BRD-K43503317,negative
BRD-K87434936,negative
BRD-K53986871,negative
BRD-K40837535,negative
BRD-K19147816,negative
BRD-K02025760,negative
BRD-K41633701,negative
BRD-K57579659,negative
BRD-K88955481,negative
BRD-K99311962,negative
BRD-K63211577,negative
BRD-K85211514,negative
BRD-K43692189,negative
BRD-K62237490,negative
BRD-K69792860,negative
BRD-K44194212,negative
BRD-K85751793,negative
BRD-K90239051,negative
BRD-K56870772,negative
BRD-K99856384,negative
BRD-K78518750,negative
BRD-K40603797,negative
BRD-K04046003,negative
BRD-K82364958,negative
BRD-K92841050,negative
BRD-K48463604,negative
BRD-K96522480,negative
BRD-K51862446,negative
BRD-K63458711,negative
BRD-K10210954,negative
BRD-K65898110,negative
BRD-K18384660,negative
BRD-K33832590,negative
BRD-K86569253,negative
BRD-K79516068,negative
BRD-K51512723,negative
BRD-K61519793,negative
BRD-K81332148,negative
BRD-K17806071,negative
BRD-K88671928,negative
BRD-K29004135,negative
BRD-K82447793,negative
BRD-K67925802,negative
BRD-K54161818,negative
BRD-K61388502,negative
BRD-K75710654,negative
BRD-K10600561,negative
BRD-K21386069,negative
BRD-K16563572,negative
BRD-K20347026,negative
BRD-K94317551,negative
BRD-K30033690,negative
BRD-K51846078,negative
